"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"411","4-2-05","Cirera","<55 dB","DONES","00-16",11
"412","4-2-05","Cirera","<55 dB","DONES","17-29",9
"413","4-2-05","Cirera","<55 dB","DONES","30-49",19
"414","4-2-05","Cirera","<55 dB","DONES","50-69",11
"415","4-2-05","Cirera","<55 dB","DONES","70",11
"416","4-2-05","Cirera","<55 dB","HOMES","00-16",9
"417","4-2-05","Cirera","<55 dB","HOMES","17-29",13
"418","4-2-05","Cirera","<55 dB","HOMES","30-49",13
"419","4-2-05","Cirera","<55 dB","HOMES","50-69",13
"420","4-2-05","Cirera","<55 dB","HOMES","70",4
"421","6-3-06","Eixample","70 - 74 dB","DONES","00-16",13
"422","6-3-06","Eixample","70 - 74 dB","DONES","17-29",14
"423","6-3-06","Eixample","70 - 74 dB","DONES","30-49",33
"424","6-3-06","Eixample","70 - 74 dB","DONES","50-69",27
"425","6-3-06","Eixample","70 - 74 dB","DONES","70",12
"426","6-3-06","Eixample","70 - 74 dB","HOMES","00-16",9
"427","6-3-06","Eixample","70 - 74 dB","HOMES","17-29",26
"428","6-3-06","Eixample","70 - 74 dB","HOMES","30-49",27
"429","6-3-06","Eixample","70 - 74 dB","HOMES","50-69",21
"430","6-3-06","Eixample","70 - 74 dB","HOMES","70",11
"431","4-9-09","Cirera","55 - 59 dB","DONES","00-16",12
"432","4-9-09","Cirera","55 - 59 dB","DONES","17-29",11
"433","4-9-09","Cirera","55 - 59 dB","DONES","30-49",18
"434","4-9-09","Cirera","55 - 59 dB","DONES","50-69",15
"435","4-9-09","Cirera","55 - 59 dB","DONES","70",10
"436","4-9-09","Cirera","55 - 59 dB","HOMES","00-16",9
"437","4-9-09","Cirera","55 - 59 dB","HOMES","17-29",7
"438","4-9-09","Cirera","55 - 59 dB","HOMES","30-49",19
"439","4-9-09","Cirera","55 - 59 dB","HOMES","50-69",16
"440","4-9-09","Cirera","55 - 59 dB","HOMES","70",9
"441","4-9-08","Cirera","<55 dB","DONES","00-16",13
"442","4-9-08","Cirera","<55 dB","DONES","17-29",11
"443","4-9-08","Cirera","<55 dB","DONES","30-49",24
"444","4-9-08","Cirera","<55 dB","DONES","50-69",29
"445","4-9-08","Cirera","<55 dB","DONES","70",10
"446","4-9-08","Cirera","<55 dB","HOMES","00-16",16
"447","4-9-08","Cirera","<55 dB","HOMES","17-29",13
"448","4-9-08","Cirera","<55 dB","HOMES","30-49",21
"449","4-9-08","Cirera","<55 dB","HOMES","50-69",23
"450","4-9-08","Cirera","<55 dB","HOMES","70",5
"451","4-9-07","Cirera","<55 dB","DONES","00-16",21
"452","4-9-07","Cirera","<55 dB","DONES","17-29",10
"453","4-9-07","Cirera","<55 dB","DONES","30-49",46
"454","4-9-07","Cirera","<55 dB","DONES","50-69",27
"455","4-9-07","Cirera","<55 dB","DONES","70",23
"456","4-9-07","Cirera","<55 dB","HOMES","00-16",19
"457","4-9-07","Cirera","<55 dB","HOMES","17-29",21
"458","4-9-07","Cirera","<55 dB","HOMES","30-49",41
"459","4-9-07","Cirera","<55 dB","HOMES","50-69",30
"460","4-9-07","Cirera","<55 dB","HOMES","70",13
"461","4-9-06","Cirera","60 - 64 dB","DONES","00-16",4
"462","4-9-06","Cirera","60 - 64 dB","DONES","17-29",3
"463","4-9-06","Cirera","60 - 64 dB","DONES","30-49",10
"464","4-9-06","Cirera","60 - 64 dB","DONES","50-69",10
"465","4-9-06","Cirera","60 - 64 dB","DONES","70",7
"466","4-9-06","Cirera","60 - 64 dB","HOMES","00-16",11
"467","4-9-06","Cirera","60 - 64 dB","HOMES","17-29",5
"468","4-9-06","Cirera","60 - 64 dB","HOMES","30-49",15
"469","4-9-06","Cirera","60 - 64 dB","HOMES","50-69",7
"470","4-9-06","Cirera","60 - 64 dB","HOMES","70",1
"471","3-6-13","Vista Alegre","60 - 64 dB","DONES","00-16",8
"472","3-6-13","Vista Alegre","60 - 64 dB","DONES","17-29",4
"473","3-6-13","Vista Alegre","60 - 64 dB","DONES","30-49",7
"474","3-6-13","Vista Alegre","60 - 64 dB","DONES","50-69",18
"475","3-6-13","Vista Alegre","60 - 64 dB","DONES","70",0
"476","3-6-13","Vista Alegre","60 - 64 dB","HOMES","00-16",6
"477","3-6-13","Vista Alegre","60 - 64 dB","HOMES","17-29",5
"478","3-6-13","Vista Alegre","60 - 64 dB","HOMES","30-49",7
"479","3-6-13","Vista Alegre","60 - 64 dB","HOMES","50-69",15
"480","3-6-13","Vista Alegre","60 - 64 dB","HOMES","70",3
"481","3-6-17","Vista Alegre","55 - 59 dB","DONES","00-16",3
"482","3-6-17","Vista Alegre","55 - 59 dB","DONES","17-29",4
"483","3-6-17","Vista Alegre","55 - 59 dB","DONES","30-49",4
"484","3-6-17","Vista Alegre","55 - 59 dB","DONES","50-69",10
"485","3-6-17","Vista Alegre","55 - 59 dB","DONES","70",4
"486","3-6-17","Vista Alegre","55 - 59 dB","HOMES","00-16",1
"487","3-6-17","Vista Alegre","55 - 59 dB","HOMES","17-29",8
"488","3-6-17","Vista Alegre","55 - 59 dB","HOMES","30-49",6
"489","3-6-17","Vista Alegre","55 - 59 dB","HOMES","50-69",13
"490","3-6-17","Vista Alegre","55 - 59 dB","HOMES","70",2
"491","3-13-15","Vista Alegre","70 - 74 dB","DONES","00-16",25
"492","3-13-15","Vista Alegre","70 - 74 dB","DONES","17-29",16
"493","3-13-15","Vista Alegre","70 - 74 dB","DONES","30-49",35
"494","3-13-15","Vista Alegre","70 - 74 dB","DONES","50-69",33
"495","3-13-15","Vista Alegre","70 - 74 dB","DONES","70",15
"496","3-13-15","Vista Alegre","70 - 74 dB","HOMES","00-16",16
"497","3-13-15","Vista Alegre","70 - 74 dB","HOMES","17-29",29
"498","3-13-15","Vista Alegre","70 - 74 dB","HOMES","30-49",27
"499","3-13-15","Vista Alegre","70 - 74 dB","HOMES","50-69",31
"500","3-13-15","Vista Alegre","70 - 74 dB","HOMES","70",7
"501","3-14-05","Vista Alegre","60 - 64 dB","DONES","00-16",3
"502","3-14-05","Vista Alegre","60 - 64 dB","DONES","17-29",5
"503","3-14-05","Vista Alegre","60 - 64 dB","DONES","30-49",2
"504","3-14-05","Vista Alegre","60 - 64 dB","DONES","50-69",10
"505","3-14-05","Vista Alegre","60 - 64 dB","DONES","70",1
"506","3-14-05","Vista Alegre","60 - 64 dB","HOMES","00-16",6
"507","3-14-05","Vista Alegre","60 - 64 dB","HOMES","17-29",5
"508","3-14-05","Vista Alegre","60 - 64 dB","HOMES","30-49",8
"509","3-14-05","Vista Alegre","60 - 64 dB","HOMES","50-69",6
"510","3-14-05","Vista Alegre","60 - 64 dB","HOMES","70",3
"511","1-3-01","Centre",">= 75 dB","DONES","00-16",19
"512","1-3-01","Centre",">= 75 dB","DONES","17-29",16
"513","1-3-01","Centre",">= 75 dB","DONES","30-49",45
"514","1-3-01","Centre",">= 75 dB","DONES","50-69",41
"515","1-3-01","Centre",">= 75 dB","DONES","70",27
"516","1-3-01","Centre",">= 75 dB","HOMES","00-16",13
"517","1-3-01","Centre",">= 75 dB","HOMES","17-29",18
"518","1-3-01","Centre",">= 75 dB","HOMES","30-49",45
"519","1-3-01","Centre",">= 75 dB","HOMES","50-69",43
"520","1-3-01","Centre",">= 75 dB","HOMES","70",16
"521","5-13-03","Cerdanyola","70 - 74 dB","DONES","00-16",56
"522","5-13-03","Cerdanyola","70 - 74 dB","DONES","17-29",46
"523","5-13-03","Cerdanyola","70 - 74 dB","DONES","30-49",88
"524","5-13-03","Cerdanyola","70 - 74 dB","DONES","50-69",79
"525","5-13-03","Cerdanyola","70 - 74 dB","DONES","70",86
"526","5-13-03","Cerdanyola","70 - 74 dB","HOMES","00-16",62
"527","5-13-03","Cerdanyola","70 - 74 dB","HOMES","17-29",63
"528","5-13-03","Cerdanyola","70 - 74 dB","HOMES","30-49",118
"529","5-13-03","Cerdanyola","70 - 74 dB","HOMES","50-69",80
"530","5-13-03","Cerdanyola","70 - 74 dB","HOMES","70",49
"531","4-5-21","La Llàntia","70 - 74 dB","DONES","00-16",4
"532","4-5-21","La Llàntia","70 - 74 dB","DONES","17-29",0
"533","4-5-21","La Llàntia","70 - 74 dB","DONES","30-49",8
"534","4-5-21","La Llàntia","70 - 74 dB","DONES","50-69",11
"535","4-5-21","La Llàntia","70 - 74 dB","DONES","70",7
"536","4-5-21","La Llàntia","70 - 74 dB","HOMES","00-16",6
"537","4-5-21","La Llàntia","70 - 74 dB","HOMES","17-29",5
"538","4-5-21","La Llàntia","70 - 74 dB","HOMES","30-49",7
"539","4-5-21","La Llàntia","70 - 74 dB","HOMES","50-69",9
"540","4-5-21","La Llàntia","70 - 74 dB","HOMES","70",5
"541","4-5-26","La Llàntia","65 - 69 dB","DONES","00-16",9
"542","4-5-26","La Llàntia","65 - 69 dB","DONES","17-29",14
"543","4-5-26","La Llàntia","65 - 69 dB","DONES","30-49",18
"544","4-5-26","La Llàntia","65 - 69 dB","DONES","50-69",23
"545","4-5-26","La Llàntia","65 - 69 dB","DONES","70",10
"546","4-5-26","La Llàntia","65 - 69 dB","HOMES","00-16",9
"547","4-5-26","La Llàntia","65 - 69 dB","HOMES","17-29",11
"548","4-5-26","La Llàntia","65 - 69 dB","HOMES","30-49",15
"549","4-5-26","La Llàntia","65 - 69 dB","HOMES","50-69",21
"550","4-5-26","La Llàntia","65 - 69 dB","HOMES","70",7
"551","4-5-28","La Llàntia","70 - 74 dB","DONES","00-16",4
"552","4-5-28","La Llàntia","70 - 74 dB","DONES","17-29",6
"553","4-5-28","La Llàntia","70 - 74 dB","DONES","30-49",11
"554","4-5-28","La Llàntia","70 - 74 dB","DONES","50-69",8
"555","4-5-28","La Llàntia","70 - 74 dB","DONES","70",5
"556","4-5-28","La Llàntia","70 - 74 dB","HOMES","00-16",3
"557","4-5-28","La Llàntia","70 - 74 dB","HOMES","17-29",2
"558","4-5-28","La Llàntia","70 - 74 dB","HOMES","30-49",7
"559","4-5-28","La Llàntia","70 - 74 dB","HOMES","50-69",6
"560","4-5-28","La Llàntia","70 - 74 dB","HOMES","70",3
"561","4-5-27","La Llàntia","70 - 74 dB","DONES","00-16",4
"562","4-5-27","La Llàntia","70 - 74 dB","DONES","17-29",3
"563","4-5-27","La Llàntia","70 - 74 dB","DONES","30-49",10
"564","4-5-27","La Llàntia","70 - 74 dB","DONES","50-69",5
"565","4-5-27","La Llàntia","70 - 74 dB","DONES","70",4
"566","4-5-27","La Llàntia","70 - 74 dB","HOMES","00-16",5
"567","4-5-27","La Llàntia","70 - 74 dB","HOMES","17-29",4
"568","4-5-27","La Llàntia","70 - 74 dB","HOMES","30-49",8
"569","4-5-27","La Llàntia","70 - 74 dB","HOMES","50-69",7
"570","4-5-27","La Llàntia","70 - 74 dB","HOMES","70",4
"571","6-9-53","El Rengle",">= 75 dB","DONES","00-16",12
"572","6-9-53","El Rengle",">= 75 dB","DONES","17-29",18
"573","6-9-53","El Rengle",">= 75 dB","DONES","30-49",34
"574","6-9-53","El Rengle",">= 75 dB","DONES","50-69",41
"575","6-9-53","El Rengle",">= 75 dB","DONES","70",29
"576","6-9-53","El Rengle",">= 75 dB","HOMES","00-16",18
"577","6-9-53","El Rengle",">= 75 dB","HOMES","17-29",18
"578","6-9-53","El Rengle",">= 75 dB","HOMES","30-49",44
"579","6-9-53","El Rengle",">= 75 dB","HOMES","50-69",41
"580","6-9-53","El Rengle",">= 75 dB","HOMES","70",24
"581","6-9-08","El Rengle",">= 75 dB","DONES","00-16",48
"582","6-9-08","El Rengle",">= 75 dB","DONES","17-29",26
"583","6-9-08","El Rengle",">= 75 dB","DONES","30-49",81
"584","6-9-08","El Rengle",">= 75 dB","DONES","50-69",88
"585","6-9-08","El Rengle",">= 75 dB","DONES","70",42
"586","6-9-08","El Rengle",">= 75 dB","HOMES","00-16",48
"587","6-9-08","El Rengle",">= 75 dB","HOMES","17-29",38
"588","6-9-08","El Rengle",">= 75 dB","HOMES","30-49",100
"589","6-9-08","El Rengle",">= 75 dB","HOMES","50-69",71
"590","6-9-08","El Rengle",">= 75 dB","HOMES","70",23
"591","6-9-51","El Rengle","65 - 69 dB","DONES","00-16",13
"592","6-9-51","El Rengle","65 - 69 dB","DONES","17-29",5
"593","6-9-51","El Rengle","65 - 69 dB","DONES","30-49",23
"594","6-9-51","El Rengle","65 - 69 dB","DONES","50-69",26
"595","6-9-51","El Rengle","65 - 69 dB","DONES","70",6
"596","6-9-51","El Rengle","65 - 69 dB","HOMES","00-16",11
"597","6-9-51","El Rengle","65 - 69 dB","HOMES","17-29",5
"598","6-9-51","El Rengle","65 - 69 dB","HOMES","30-49",15
"599","6-9-51","El Rengle","65 - 69 dB","HOMES","50-69",25
"600","6-9-51","El Rengle","65 - 69 dB","HOMES","70",15
"601","3-13-09","Vista Alegre","65 - 69 dB","DONES","00-16",20
"602","3-13-09","Vista Alegre","65 - 69 dB","DONES","17-29",20
"603","3-13-09","Vista Alegre","65 - 69 dB","DONES","30-49",39
"604","3-13-09","Vista Alegre","65 - 69 dB","DONES","50-69",42
"605","3-13-09","Vista Alegre","65 - 69 dB","DONES","70",7
"606","3-13-09","Vista Alegre","65 - 69 dB","HOMES","00-16",19
"607","3-13-09","Vista Alegre","65 - 69 dB","HOMES","17-29",22
"608","3-13-09","Vista Alegre","65 - 69 dB","HOMES","30-49",30
"609","3-13-09","Vista Alegre","65 - 69 dB","HOMES","50-69",46
"610","3-13-09","Vista Alegre","65 - 69 dB","HOMES","70",4
"611","3-14-04","Vista Alegre","60 - 64 dB","DONES","00-16",21
"612","3-14-04","Vista Alegre","60 - 64 dB","DONES","17-29",20
"613","3-14-04","Vista Alegre","60 - 64 dB","DONES","30-49",33
"614","3-14-04","Vista Alegre","60 - 64 dB","DONES","50-69",53
"615","3-14-04","Vista Alegre","60 - 64 dB","DONES","70",31
"616","3-14-04","Vista Alegre","60 - 64 dB","HOMES","00-16",23
"617","3-14-04","Vista Alegre","60 - 64 dB","HOMES","17-29",30
"618","3-14-04","Vista Alegre","60 - 64 dB","HOMES","30-49",35
"619","3-14-04","Vista Alegre","60 - 64 dB","HOMES","50-69",48
"620","3-14-04","Vista Alegre","60 - 64 dB","HOMES","70",24
"621","3-6-16","Vista Alegre","55 - 59 dB","DONES","00-16",3
"622","3-6-16","Vista Alegre","55 - 59 dB","DONES","17-29",5
"623","3-6-16","Vista Alegre","55 - 59 dB","DONES","30-49",7
"624","3-6-16","Vista Alegre","55 - 59 dB","DONES","50-69",12
"625","3-6-16","Vista Alegre","55 - 59 dB","DONES","70",5
"626","3-6-16","Vista Alegre","55 - 59 dB","HOMES","00-16",3
"627","3-6-16","Vista Alegre","55 - 59 dB","HOMES","17-29",1
"628","3-6-16","Vista Alegre","55 - 59 dB","HOMES","30-49",5
"629","3-6-16","Vista Alegre","55 - 59 dB","HOMES","50-69",9
"630","3-6-16","Vista Alegre","55 - 59 dB","HOMES","70",2
"631","3-13-13","Vista Alegre","65 - 69 dB","DONES","00-16",18
"632","3-13-13","Vista Alegre","65 - 69 dB","DONES","17-29",26
"633","3-13-13","Vista Alegre","65 - 69 dB","DONES","30-49",33
"634","3-13-13","Vista Alegre","65 - 69 dB","DONES","50-69",37
"635","3-13-13","Vista Alegre","65 - 69 dB","DONES","70",8
"636","3-13-13","Vista Alegre","65 - 69 dB","HOMES","00-16",25
"637","3-13-13","Vista Alegre","65 - 69 dB","HOMES","17-29",22
"638","3-13-13","Vista Alegre","65 - 69 dB","HOMES","30-49",29
"639","3-13-13","Vista Alegre","65 - 69 dB","HOMES","50-69",36
"640","3-13-13","Vista Alegre","65 - 69 dB","HOMES","70",7
"641","3-6-04","Vista Alegre","55 - 59 dB","DONES","00-16",4
"642","3-6-04","Vista Alegre","55 - 59 dB","DONES","17-29",2
"643","3-6-04","Vista Alegre","55 - 59 dB","DONES","30-49",12
"644","3-6-04","Vista Alegre","55 - 59 dB","DONES","50-69",7
"645","3-6-04","Vista Alegre","55 - 59 dB","DONES","70",4
"646","3-6-04","Vista Alegre","55 - 59 dB","HOMES","00-16",9
"647","3-6-04","Vista Alegre","55 - 59 dB","HOMES","17-29",4
"648","3-6-04","Vista Alegre","55 - 59 dB","HOMES","30-49",11
"649","3-6-04","Vista Alegre","55 - 59 dB","HOMES","50-69",7
"650","3-6-04","Vista Alegre","55 - 59 dB","HOMES","70",2
"651","3-6-05","Vista Alegre","60 - 64 dB","DONES","00-16",7
"652","3-6-05","Vista Alegre","60 - 64 dB","DONES","17-29",23
"653","3-6-05","Vista Alegre","60 - 64 dB","DONES","30-49",17
"654","3-6-05","Vista Alegre","60 - 64 dB","DONES","50-69",34
"655","3-6-05","Vista Alegre","60 - 64 dB","DONES","70",13
"656","3-6-05","Vista Alegre","60 - 64 dB","HOMES","00-16",12
"657","3-6-05","Vista Alegre","60 - 64 dB","HOMES","17-29",14
"658","3-6-05","Vista Alegre","60 - 64 dB","HOMES","30-49",16
"659","3-6-05","Vista Alegre","60 - 64 dB","HOMES","50-69",31
"660","3-6-05","Vista Alegre","60 - 64 dB","HOMES","70",9
"661","3-13-12","Vista Alegre","65 - 69 dB","DONES","00-16",25
"662","3-13-12","Vista Alegre","65 - 69 dB","DONES","17-29",23
"663","3-13-12","Vista Alegre","65 - 69 dB","DONES","30-49",48
"664","3-13-12","Vista Alegre","65 - 69 dB","DONES","50-69",52
"665","3-13-12","Vista Alegre","65 - 69 dB","DONES","70",10
"666","3-13-12","Vista Alegre","65 - 69 dB","HOMES","00-16",26
"667","3-13-12","Vista Alegre","65 - 69 dB","HOMES","17-29",27
"668","3-13-12","Vista Alegre","65 - 69 dB","HOMES","30-49",42
"669","3-13-12","Vista Alegre","65 - 69 dB","HOMES","50-69",42
"670","3-13-12","Vista Alegre","65 - 69 dB","HOMES","70",9
"671","3-6-09","Vista Alegre","60 - 64 dB","DONES","00-16",3
"672","3-6-09","Vista Alegre","60 - 64 dB","DONES","17-29",2
"673","3-6-09","Vista Alegre","60 - 64 dB","DONES","30-49",4
"674","3-6-09","Vista Alegre","60 - 64 dB","DONES","50-69",5
"675","3-6-09","Vista Alegre","60 - 64 dB","DONES","70",1
"676","3-6-09","Vista Alegre","60 - 64 dB","HOMES","00-16",5
"677","3-6-09","Vista Alegre","60 - 64 dB","HOMES","17-29",1
"678","3-6-09","Vista Alegre","60 - 64 dB","HOMES","30-49",6
"679","3-6-09","Vista Alegre","60 - 64 dB","HOMES","50-69",3
"680","3-6-09","Vista Alegre","60 - 64 dB","HOMES","70",2
"681","3-6-07","Vista Alegre","60 - 64 dB","DONES","00-16",22
"682","3-6-07","Vista Alegre","60 - 64 dB","DONES","17-29",27
"683","3-6-07","Vista Alegre","60 - 64 dB","DONES","30-49",25
"684","3-6-07","Vista Alegre","60 - 64 dB","DONES","50-69",42
"685","3-6-07","Vista Alegre","60 - 64 dB","DONES","70",11
"686","3-6-07","Vista Alegre","60 - 64 dB","HOMES","00-16",16
"687","3-6-07","Vista Alegre","60 - 64 dB","HOMES","17-29",23
"688","3-6-07","Vista Alegre","60 - 64 dB","HOMES","30-49",29
"689","3-6-07","Vista Alegre","60 - 64 dB","HOMES","50-69",42
"690","3-6-07","Vista Alegre","60 - 64 dB","HOMES","70",14
"691","3-6-14","Vista Alegre","60 - 64 dB","DONES","00-16",10
"692","3-6-14","Vista Alegre","60 - 64 dB","DONES","17-29",8
"693","3-6-14","Vista Alegre","60 - 64 dB","DONES","30-49",19
"694","3-6-14","Vista Alegre","60 - 64 dB","DONES","50-69",19
"695","3-6-14","Vista Alegre","60 - 64 dB","DONES","70",4
"696","3-6-14","Vista Alegre","60 - 64 dB","HOMES","00-16",14
"697","3-6-14","Vista Alegre","60 - 64 dB","HOMES","17-29",13
"698","3-6-14","Vista Alegre","60 - 64 dB","HOMES","30-49",15
"699","3-6-14","Vista Alegre","60 - 64 dB","HOMES","50-69",19
"700","3-6-14","Vista Alegre","60 - 64 dB","HOMES","70",4
"701","3-14-01","Vista Alegre","60 - 64 dB","DONES","00-16",29
"702","3-14-01","Vista Alegre","60 - 64 dB","DONES","17-29",18
"703","3-14-01","Vista Alegre","60 - 64 dB","DONES","30-49",42
"704","3-14-01","Vista Alegre","60 - 64 dB","DONES","50-69",49
"705","3-14-01","Vista Alegre","60 - 64 dB","DONES","70",22
"706","3-14-01","Vista Alegre","60 - 64 dB","HOMES","00-16",25
"707","3-14-01","Vista Alegre","60 - 64 dB","HOMES","17-29",20
"708","3-14-01","Vista Alegre","60 - 64 dB","HOMES","30-49",39
"709","3-14-01","Vista Alegre","60 - 64 dB","HOMES","50-69",42
"710","3-14-01","Vista Alegre","60 - 64 dB","HOMES","70",26
"711","2-1-02","Eixample","60 - 64 dB","DONES","00-16",11
"712","2-1-02","Eixample","60 - 64 dB","DONES","17-29",7
"713","2-1-02","Eixample","60 - 64 dB","DONES","30-49",34
"714","2-1-02","Eixample","60 - 64 dB","DONES","50-69",23
"715","2-1-02","Eixample","60 - 64 dB","DONES","70",10
"716","2-1-02","Eixample","60 - 64 dB","HOMES","00-16",20
"717","2-1-02","Eixample","60 - 64 dB","HOMES","17-29",4
"718","2-1-02","Eixample","60 - 64 dB","HOMES","30-49",36
"719","2-1-02","Eixample","60 - 64 dB","HOMES","50-69",23
"720","2-1-02","Eixample","60 - 64 dB","HOMES","70",7
"721","1-7-11","Centre","55 - 59 dB","DONES","00-16",6
"722","1-7-11","Centre","55 - 59 dB","DONES","17-29",3
"723","1-7-11","Centre","55 - 59 dB","DONES","30-49",10
"724","1-7-11","Centre","55 - 59 dB","DONES","50-69",13
"725","1-7-11","Centre","55 - 59 dB","DONES","70",8
"726","1-7-11","Centre","55 - 59 dB","HOMES","00-16",5
"727","1-7-11","Centre","55 - 59 dB","HOMES","17-29",1
"728","1-7-11","Centre","55 - 59 dB","HOMES","30-49",11
"729","1-7-11","Centre","55 - 59 dB","HOMES","50-69",10
"730","1-7-11","Centre","55 - 59 dB","HOMES","70",3
"731","5-10-08","Cerdanyola","60 - 64 dB","DONES","00-16",80
"732","5-10-08","Cerdanyola","60 - 64 dB","DONES","17-29",60
"733","5-10-08","Cerdanyola","60 - 64 dB","DONES","30-49",125
"734","5-10-08","Cerdanyola","60 - 64 dB","DONES","50-69",54
"735","5-10-08","Cerdanyola","60 - 64 dB","DONES","70",38
"736","5-10-08","Cerdanyola","60 - 64 dB","HOMES","00-16",115
"737","5-10-08","Cerdanyola","60 - 64 dB","HOMES","17-29",81
"738","5-10-08","Cerdanyola","60 - 64 dB","HOMES","30-49",160
"739","5-10-08","Cerdanyola","60 - 64 dB","HOMES","50-69",65
"740","5-10-08","Cerdanyola","60 - 64 dB","HOMES","70",18
"741","1-3-02","Centre","65 - 69 dB","DONES","00-16",25
"742","1-3-02","Centre","65 - 69 dB","DONES","17-29",22
"743","1-3-02","Centre","65 - 69 dB","DONES","30-49",61
"744","1-3-02","Centre","65 - 69 dB","DONES","50-69",30
"745","1-3-02","Centre","65 - 69 dB","DONES","70",12
"746","1-3-02","Centre","65 - 69 dB","HOMES","00-16",27
"747","1-3-02","Centre","65 - 69 dB","HOMES","17-29",21
"748","1-3-02","Centre","65 - 69 dB","HOMES","30-49",65
"749","1-3-02","Centre","65 - 69 dB","HOMES","50-69",32
"750","1-3-02","Centre","65 - 69 dB","HOMES","70",13
"751","2-1-03","Eixample","60 - 64 dB","DONES","00-16",9
"752","2-1-03","Eixample","60 - 64 dB","DONES","17-29",7
"753","2-1-03","Eixample","60 - 64 dB","DONES","30-49",19
"754","2-1-03","Eixample","60 - 64 dB","DONES","50-69",17
"755","2-1-03","Eixample","60 - 64 dB","DONES","70",8
"756","2-1-03","Eixample","60 - 64 dB","HOMES","00-16",9
"757","2-1-03","Eixample","60 - 64 dB","HOMES","17-29",8
"758","2-1-03","Eixample","60 - 64 dB","HOMES","30-49",23
"759","2-1-03","Eixample","60 - 64 dB","HOMES","50-69",14
"760","2-1-03","Eixample","60 - 64 dB","HOMES","70",8
"761","6-5-06","Peramàs","60 - 64 dB","DONES","00-16",8
"762","6-5-06","Peramàs","60 - 64 dB","DONES","17-29",9
"763","6-5-06","Peramàs","60 - 64 dB","DONES","30-49",18
"764","6-5-06","Peramàs","60 - 64 dB","DONES","50-69",29
"765","6-5-06","Peramàs","60 - 64 dB","DONES","70",33
"766","6-5-06","Peramàs","60 - 64 dB","HOMES","00-16",8
"767","6-5-06","Peramàs","60 - 64 dB","HOMES","17-29",7
"768","6-5-06","Peramàs","60 - 64 dB","HOMES","30-49",15
"769","6-5-06","Peramàs","60 - 64 dB","HOMES","50-69",27
"770","6-5-06","Peramàs","60 - 64 dB","HOMES","70",26
"771","6-6-02","Eixample",">= 75 dB","DONES","00-16",19
"772","6-6-02","Eixample",">= 75 dB","DONES","17-29",20
"773","6-6-02","Eixample",">= 75 dB","DONES","30-49",44
